source_mat_id,arr_date_hq,arr_date_seq,collection_date,depth,env_material,failure,failure_comment,investigation_type,long_store,membr_cut,replicate,samp_collect_device,samp_description,samp_mat_process,samp_mat_process_dev,samp_size_vol,samp_store_date,samp_store_loc,samp_store_temp,sampl_person,sampling_event,ship_date,ship_date_seq,size_frac,size_frac_low,size_frac_up,source_mat_id_orig,store_person,store_temp_hq,tax_id,time_fi,noteworthy_env_cond,other_person,other_person_orcid,sampl_person_orcid,store_person_orcid,tidal_stage
EMOBON_UMF_Wa_1,2022-10-12,2023-06-01,2022-08-30,1.0,marine water body [ENVO:00001999],,,metagenome,N,Y,1,Niskin,EMOBON metagenome water sample from station UMF collected on 2022-08-30 size fraction 3-200um,WaSOP1,vacuum pump,5.0,2022-08-30,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,UMF_Wa_220830,2022-10-10,2023-06-01,3-200,3.0,200,EMO BON UMF Wa 220830 3um (1),Annie Marie Cox,-70.0,1874687,3,,,,,,no_tide
EMOBON_UMF_Wa_2,2022-10-12,2023-06-01,2022-08-30,1.0,marine water body [ENVO:00001999],,,metagenome,N,Y,2,Niskin,EMOBON metagenome water sample from station UMF collected on 2022-08-30 size fraction 3-200um,WaSOP1,vacuum pump,5.0,2022-08-30,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,UMF_Wa_220830,2022-10-10,2023-06-01,3-200,3.0,200,EMO BON UMF Wa 220830 3um (2),Annie Marie Cox,-70.0,1874687,3,,,,,,no_tide
EMOBON_UMF_Wa_3,,,2022-08-30,1.0,marine water body [ENVO:00001999],,,metagenome,Y,Y,3,Niskin,EMOBON metagenome water sample from station UMF collected on 2022-08-30 size fraction 3-200um,WaSOP1,vacuum pump,5.0,2022-08-30,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,UMF_Wa_220830,,,3-200,3.0,200,EMO BON UMF Wa 220830 3um (3),Annie Marie Cox,,1874687,3,,,,,,no_tide
EMOBON_UMF_Wa_4,,,2022-08-30,1.0,marine water body [ENVO:00001999],,,metagenome,Y,Y,4,Niskin,EMOBON metagenome water sample from station UMF collected on 2022-08-30 size fraction 3-200um,WaSOP1,vacuum pump,5.0,2022-08-30,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,UMF_Wa_220830,,,3-200,3.0,200,EMO BON UMF Wa 220830 3um (4),Annie Marie Cox,,1874687,3,,,,,,no_tide
EMOBON_UMF_Wa_5,2022-10-12,2023-06-01,2022-08-30,1.0,marine water body [ENVO:00001999],,,metagenome,N,Y,1,Niskin,EMOBON metagenome water sample from station UMF collected on 2022-08-30 size fraction 0.2-3um,WaSOP1,vacuum pump,5.0,2022-08-30,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,UMF_Wa_220830,2022-10-10,2023-06-01,0.2-3,0.2,3,EMO BON UMF Wa 220830 0.2um (1),Annie Marie Cox,-70.0,1874687,3,,,,,,no_tide
EMOBON_UMF_Wa_6,2022-10-12,2023-06-01,2022-08-30,1.0,marine water body [ENVO:00001999],,,metagenome,N,Y,2,Niskin,EMOBON metagenome water sample from station UMF collected on 2022-08-30 size fraction 0.2-3um,WaSOP1,vacuum pump,5.0,2022-08-30,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,UMF_Wa_220830,2022-10-10,2023-06-01,0.2-3,0.2,3,EMO BON UMF Wa 220830 0.2um (2),Annie Marie Cox,-70.0,1874687,3,,,,,,no_tide
EMOBON_UMF_Wa_7,,,2022-08-30,1.0,marine water body [ENVO:00001999],,,metagenome,Y,Y,3,Niskin,EMOBON metagenome water sample from station UMF collected on 2022-08-30 size fraction 0.2-3um,WaSOP1,vacuum pump,5.0,2022-08-30,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,UMF_Wa_220830,,,0.2-3,0.2,3,EMO BON UMF Wa 220830 0.2um (3),Annie Marie Cox,,1874687,3,,,,,,no_tide
EMOBON_UMF_Wa_8,,,2022-08-30,1.0,marine water body [ENVO:00001999],,,metagenome,Y,Y,4,Niskin,EMOBON metagenome water sample from station UMF collected on 2022-08-30 size fraction 0.2-3um,WaSOP1,vacuum pump,5.0,2022-08-30,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,UMF_Wa_220830,,,0.2-3,0.2,3,EMO BON UMF Wa 220830 0.2um (4),Annie Marie Cox,,1874687,3,,,,,,no_tide
EMOBON_UMF_Wa_9,,,2022-08-30,,marine water body [ENVO:00001999],,,metagenome,Y,N,blank_1,,EMOBON metagenome water sample from station UMF collected on 2022-08-30 size fraction 3-200um,WaSOP1,vacuum pump,5.0,2022-08-30,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,UMF_Wa_220830,,,3-200,3.0,200,EMO BON UMF Wa 220830 3um (Blank),Annie Marie Cox,,256318,0,,,,,,no_tide
EMOBON_UMF_Wa_10,,,2022-08-30,,marine water body [ENVO:00001999],,,metagenome,Y,N,blank_1,,EMOBON metagenome water sample from station UMF collected on 2022-08-30 size fraction 0.2-3um,WaSOP1,vacuum pump,5.0,2022-08-30,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,UMF_Wa_220830,,,0.2-3,0.2,3,EMO BON UMF Wa 220830 0.22um (Blank),Annie Marie Cox,,256318,0,,,,,,no_tide
EMOBON_UMF_Wa_11,2022-10-12,2023-06-01,2022-08-30,,marine water body [ENVO:00001999],,,metagenome,N,N,1,plankton net ,EMOBON metagenome water sample from station UMF collected on 2022-08-30 size fraction 10-20um,WaSOP2,"net haul, 1-10 m, diluted with water from 1m",0.25,2022-08-30,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,UMF_Wa_220830,2022-10-10,2023-06-01,10-20,10.0,2000,EMO BON UMF Wa 220830 10um (1),Annie Marie Cox,-70.0,1874687,3,,,,,,no_tide
EMOBON_UMF_Wa_12,2022-10-12,2023-06-01,2022-08-30,,marine water body [ENVO:00001999],,,metagenome,N,N,2,plankton net ,EMOBON metagenome water sample from station UMF collected on 2022-08-30 size fraction 10-20um,WaSOP2,"net haul, 1-10 m, diluted with water from 1m",0.25,2022-08-30,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,UMF_Wa_220830,2022-10-10,2023-06-01,10-20,10.0,2000,EMO BON UMF Wa 220830 10um (2),Annie Marie Cox,-70.0,1874687,3,,,,,,no_tide
EMOBON_UMF_Wa_13,,,2022-08-30,,marine water body [ENVO:00001999],,,metagenome,Y,N,3,plankton net ,EMOBON metagenome water sample from station UMF collected on 2022-08-30 size fraction 10-20um,WaSOP2,"net haul, 1-10 m, diluted with water from 1m",0.25,2022-08-30,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,UMF_Wa_220830,,,10-20,10.0,2000,EMO BON UMF Wa 220830 10um (3),Annie Marie Cox,,1874687,3,,,,,,no_tide
EMOBON_UMF_Wa_14,,,2022-08-30,,marine water body [ENVO:00001999],,,metagenome,Y,N,4,plankton net ,EMOBON metagenome water sample from station UMF collected on 2022-08-30 size fraction 10-20um,WaSOP2,"net haul (10 µm), 1-10 m, diluted with water from 1m",0.25,2022-08-30,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,UMF_Wa_220830,,,10-20,10.0,2000,EMO BON UMF Wa 220830 10um (4),Annie Marie Cox,,1874687,3,,,,,,no_tide
EMOBON_UMF_Wa_15,,,2022-08-30,,marine water body [ENVO:00001999],,,metagenome,Y,N,blank_1,plankton net ,EMOBON metagenome water sample from station UMF collected on 2022-08-30 size fraction 10-20um,WaSOP2,mq,0.25,2022-08-30,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,UMF_Wa_220830,,,10-20,10.0,2000,EMO BON UMF Wa 220830 10um (blank),Annie Marie Cox,,256318,0,,,,,,no_tide
EMOBON_UMF_Wa_16,2022-10-12,2023-06-01,2022-08-30,1.0,marine water body [ENVO:00001999],,,metagenome,N,Y,1,Niskin,EMOBON metagenome water sample from station UMF collected on 2022-08-30 size fraction 0.2-3um,WaSOP1,vacuum pump,1.0,2022-08-30,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,UMF_Wa_220830,2022-10-10,2023-06-01,0.2-3,0.2,3,EMO BON UMF Wa 220830 0.2um_1L,Annie Marie Cox,-70.0,1874687,3,,,,,,no_tide
EMOBON_UMF_Wa_17,2022-10-12,2023-06-01,2022-08-30,1.0,marine water body [ENVO:00001999],,,metagenome,N,Y,2,Niskin,EMOBON metagenome water sample from station UMF collected on 2022-08-30 size fraction 0.2-3um,WaSOP1,vacuum pump,2.0,2022-08-30,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,UMF_Wa_220830,2022-10-10,2023-06-01,0.2-3,0.2,3,EMO BON UMF Wa 220830 0.2um_2L,Annie Marie Cox,-70.0,1874687,3,,,,,,no_tide
EMOBON_UMF_Wa_18,2022-10-12,2023-06-01,2022-08-30,1.0,marine water body [ENVO:00001999],,,metagenome,N,Y,3,Niskin,EMOBON metagenome water sample from station UMF collected on 2022-08-30 size fraction 0.2-3um,WaSOP1,vacuum pump,3.0,2022-08-30,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,UMF_Wa_220830,2022-10-10,2023-06-01,0.2-3,0.2,3,EMO BON UMF Wa 220830 0.2um_3L,Annie Marie Cox,-70.0,1874687,3,,,,,,no_tide
EMOBON_UMF_Wa_19,2022-10-12,2023-06-01,2022-08-30,1.0,marine water body [ENVO:00001999],,,metagenome,N,Y,4,Niskin,EMOBON metagenome water sample from station UMF collected on 2022-08-30 size fraction 0.2-3um,WaSOP1,vacuum pump,4.0,2022-08-30,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,UMF_Wa_220830,2022-10-10,2023-06-01,0.2-3,0.2,3,EMO BON UMF Wa 220830 0.2um_4L,Annie Marie Cox,-70.0,1874687,3,,,,,,no_tide
EMOBON_UMF_Wa_20,2023-06-14,,2022-10-25,1.0,marine water body [ENVO:00001999],,,metagenome,N,Y,1,Niskin,EMOBON metagenome water sample from station UMF collected on 2022-10-25 size fraction 3-200um,WaSOP1,vacuum pump,5.0,2022-10-25,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,UMF_Wa_221025,2023-06-12,,3-200,3.0,200,EMO BON UMF Wa 221025 3um (1),Annie Marie Cox,-70.0,1874687,1,,,,,,no_tide
EMOBON_UMF_Wa_21,2023-06-14,,2022-10-25,1.0,marine water body [ENVO:00001999],,,metagenome,N,Y,2,Niskin,EMOBON metagenome water sample from station UMF collected on 2022-10-25 size fraction 3-200um,WaSOP1,vacuum pump,5.0,2022-10-25,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,UMF_Wa_221025,2023-06-12,,3-200,3.0,200,EMO BON UMF Wa 221025 3um (2),Annie Marie Cox,-70.0,1874687,1,,,,,,no_tide
EMOBON_UMF_Wa_22,,,2022-10-25,1.0,marine water body [ENVO:00001999],,,metagenome,Y,Y,3,Niskin,EMOBON metagenome water sample from station UMF collected on 2022-10-25 size fraction 3-200um,WaSOP1,vacuum pump,5.0,2022-10-25,"UMF, A13B passage, -80 freezer",-80,Annie Marie Cox,UMF_Wa_221025,,,3-200,3.0,200,EMO BON UMF Wa 221025 3um (3),Annie Marie Cox,,1874687,1,,,,,,no_tide
