source_mat_id,arr_date_hq,arr_date_seq,collection_date,depth,env_material,failure,failure_comment,investigation_type,long_store,membr_cut,replicate,samp_collect_device,samp_description,samp_mat_process,samp_mat_process_dev,samp_size_vol,samp_store_date,samp_store_loc,samp_store_temp,sampl_person,sampling_event,ship_date,ship_date_seq,size_frac,size_frac_low,size_frac_up,source_mat_id_orig,store_person,store_temp_hq,tax_id,time_fi,noteworthy_env_cond,other_person,other_person_orcid,sampl_person_orcid,store_person_orcid,tidal_stage
EMOBON_OSD74_Wa_32,2022-02-11,2023-06-01,2022-02-25,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,N,Y,1,Bucket,EMOBON metagenome water sample from station OSD74 collected on 2022-02-25 size fraction 0.2um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-02-25,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Alice Candeias,OSD74_Wa_220225,2022-10-31,2023-06-01,0.2-3,0.2,3,EMOBON_OSD74_Wa_250222_0.2µm_(1),Catarina Magalhães,-70.0,1874687,0.77,,,,0000-0001-9576-2398,0000-0001-9576-2398,low_tide
EMOBON_OSD74_Wa_33,2022-02-11,2023-06-01,2022-02-25,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,N,Y,2,Bucket,EMOBON metagenome water sample from station OSD74 collected on 2022-02-25 size fraction 3um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-02-25,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Alice Candeias,OSD74_Wa_220225,2022-10-31,2023-06-01,3-200,3.0,200,EMOBON_OSD74_Wa_250222_3µm_(2),Catarina Magalhães,-70.0,1874687,0.77,,,,0000-0001-9576-2398,0000-0001-9576-2398,low_tide
EMOBON_OSD74_Wa_34,2022-02-11,2023-06-01,2022-02-25,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,N,Y,2,Bucket,EMOBON metagenome water sample from station OSD74 collected on 2022-02-25 size fraction 0.2um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-02-25,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Alice Candeias,OSD74_Wa_220225,2022-10-31,2023-06-01,0.2-3,0.2,3,EMOBON_OSD74_Wa_250222_0.2µm_(2),Catarina Magalhães,-70.0,1874687,0.77,,,,0000-0001-9576-2398,0000-0001-9576-2398,low_tide
EMOBON_OSD74_Wa_35,,,2022-02-25,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,3,Bucket,EMOBON metagenome water sample from station OSD74 collected on 2022-02-25 size fraction 3um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-02-25,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Alice Candeias,OSD74_Wa_220225,,,3-200,3.0,200,EMOBON_OSD74_Wa_250222_3µm_(3),Catarina Magalhães,,1874687,0.78,,,,0000-0001-9576-2398,0000-0001-9576-2398,low_tide
EMOBON_OSD74_Wa_36,,,2022-02-25,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,3,Bucket,EMOBON metagenome water sample from station OSD74 collected on 2022-02-25 size fraction 0.2um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-02-25,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Alice Candeias,OSD74_Wa_220225,,,0.2-3,0.2,3,EMOBON_OSD74_Wa_250222_0.2µm_(3),Catarina Magalhães,,1874687,0.78,,,,0000-0001-9576-2398,0000-0001-9576-2398,low_tide
EMOBON_OSD74_Wa_37,,,2022-02-25,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,4,Bucket,EMOBON metagenome water sample from station OSD74 collected on 2022-02-25 size fraction 3um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-02-25,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Alice Candeias,OSD74_Wa_220225,,,3-200,3.0,200,EMOBON_OSD74_Wa_250222_3µm_(4),Catarina Magalhães,,1874687,0.78,,,,0000-0001-9576-2398,0000-0001-9576-2398,low_tide
EMOBON_OSD74_Wa_38,,,2022-02-25,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,4,Bucket,EMOBON metagenome water sample from station OSD74 collected on 2022-02-25 size fraction 0.2um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-02-25,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Alice Candeias,OSD74_Wa_220225,,,0.2-3,0.2,3,EMOBON_OSD74_Wa_250222_0.2µm_(4),Catarina Magalhães,,1874687,0.78,,,,0000-0001-9576-2398,0000-0001-9576-2398,low_tide
EMOBON_OSD74_Wa_39,,,2022-02-25,,MilliQ water [ENVO:00003065],,,metagenome,Y,N,blank_1,,EMOBON metagenome water sample from station OSD74 collected on 2022-02-25 size fraction 3um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-02-25,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Alice Candeias,OSD74_Wa_220225,,,3-200,3.0,200,EMOBON_OSD74_Wa_250222_3µm_(Blank),Catarina Magalhães,,256318,0.67,,,,0000-0001-9576-2398,0000-0001-9576-2398,no_tide
EMOBON_OSD74_Wa_40,,,2022-02-25,,MilliQ water [ENVO:00003065],,,metagenome,Y,N,blank_1,,EMOBON metagenome water sample from station OSD74 collected on 2022-02-25 size fraction 0.2um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-02-25,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Alice Candeias,OSD74_Wa_220225,,,0.2-3,0.2,3,EMOBON_OSD74_Wa_250222_0.2µm_(Blank),Catarina Magalhães,,256318,0.67,,,,0000-0001-9576-2398,0000-0001-9576-2398,no_tide
EMOBON_OSD74_Wa_41,2022-02-11,2023-06-01,2022-04-20,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,N,Y,1,Bucket,EMOBON metagenome water sample from station OSD74 collected on 2022-04-20 size fraction 3um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-04-20,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Simão Horta,OSD74_Wa_220420,2022-10-31,2023-06-01,3-200,3.0,200,EMOBON_OSD74_Wa_200422_3µm_(1),Catarina Magalhães,-70.0,1874687,0.43,,,,0000-0001-9576-2398,0000-0001-9576-2398,low_tide
EMOBON_OSD74_Wa_42,2022-02-11,2023-06-01,2022-04-20,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,N,Y,1,Bucket,EMOBON metagenome water sample from station OSD74 collected on 2022-04-20 size fraction 0.2um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-04-20,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Simão Horta,OSD74_Wa_220420,2022-10-31,2023-06-01,0.2-3,0.2,3,EMOBON_OSD74_Wa_200422_0.2µm_(1),Catarina Magalhães,-70.0,1874687,0.43,,,,0000-0001-9576-2398,0000-0001-9576-2398,low_tide
EMOBON_OSD74_Wa_43,2022-02-11,2023-06-01,2022-04-20,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,N,Y,2,Bucket,EMOBON metagenome water sample from station OSD74 collected on 2022-04-20 size fraction 3um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-04-20,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Simão Horta,OSD74_Wa_220420,2022-10-31,2023-06-01,3-200,3.0,200,EMOBON_OSD74_Wa_200422_3µm_(2),Catarina Magalhães,-70.0,1874687,0.43,,,,0000-0001-9576-2398,0000-0001-9576-2398,low_tide
EMOBON_OSD74_Wa_44,2022-02-11,2023-06-01,2022-04-20,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,N,Y,2,Bucket,EMOBON metagenome water sample from station OSD74 collected on 2022-04-20 size fraction 0.2um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-04-20,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Simão Horta,OSD74_Wa_220420,2022-10-31,2023-06-01,0.2-3,0.2,3,EMOBON_OSD74_Wa_200422_0.2µm_(2),Catarina Magalhães,-70.0,1874687,0.43,,,,0000-0001-9576-2398,0000-0001-9576-2398,low_tide
EMOBON_OSD74_Wa_45,,,2022-04-20,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,3,Bucket,EMOBON metagenome water sample from station OSD74 collected on 2022-04-20 size fraction 3um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-04-20,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Simão Horta,OSD74_Wa_220420,,,3-200,3.0,200,EMOBON_OSD74_Wa_200422_3µm_(3),Catarina Magalhães,,1874687,0.5,,,,0000-0001-9576-2398,0000-0001-9576-2398,low_tide
EMOBON_OSD74_Wa_46,,,2022-04-20,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,3,Bucket,EMOBON metagenome water sample from station OSD74 collected on 2022-04-20 size fraction 0.2um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-04-20,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Simão Horta,OSD74_Wa_220420,,,0.2-3,0.2,3,EMOBON_OSD74_Wa_200422_0.2µm_(3),Catarina Magalhães,,1874687,0.5,,,,0000-0001-9576-2398,0000-0001-9576-2398,low_tide
EMOBON_OSD74_Wa_47,,,2022-04-20,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,4,Bucket,EMOBON metagenome water sample from station OSD74 collected on 2022-04-20 size fraction 3um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-04-20,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Simão Horta,OSD74_Wa_220420,,,3-200,3.0,200,EMOBON_OSD74_Wa_200422_3µm_(4),Catarina Magalhães,,1874687,0.5,,,,0000-0001-9576-2398,0000-0001-9576-2398,low_tide
EMOBON_OSD74_Wa_48,,,2022-04-20,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,4,Bucket,EMOBON metagenome water sample from station OSD74 collected on 2022-04-20 size fraction 0.2um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-04-20,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Simão Horta,OSD74_Wa_220420,,,0.2-3,0.2,3,EMOBON_OSD74_Wa_200422_0.2µm_(4),Catarina Magalhães,,1874687,0.5,,,,0000-0001-9576-2398,0000-0001-9576-2398,low_tide
EMOBON_OSD74_Wa_49,,,2022-04-20,,MilliQ water [ENVO:00003065],,,metagenome,Y,N,blank_1,,EMOBON metagenome water sample from station OSD74 collected on 2022-04-20 size fraction 3um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-04-20,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Simão Horta,OSD74_Wa_220420,,,3-200,3.0,200,EMOBON_OSD74_Wa_200422_3µm_(Blank),Catarina Magalhães,,256318,0.43,,,,0000-0001-9576-2398,0000-0001-9576-2398,no_tide
EMOBON_OSD74_Wa_50,,,2022-04-20,,MilliQ water [ENVO:00003065],,,metagenome,Y,N,blank_1,,EMOBON metagenome water sample from station OSD74 collected on 2022-04-20 size fraction 0.2um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-04-20,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Simão Horta,OSD74_Wa_220420,,,0.2-3,0.2,3,EMOBON_OSD74_Wa_200422_0.2µm_(Blank),Catarina Magalhães,,256318,0.43,,,,0000-0001-9576-2398,0000-0001-9576-2398,no_tide
EMOBON_OSD74_Wa_51,2022-02-11,2023-06-01,2022-06-14,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,N,Y,1,Bucket,EMOBON metagenome water sample from station OSD74 collected on 2022-06-14 size fraction 3um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-06-14,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Simão Horta,OSD74_Wa_220614,2022-10-31,2023-06-01,3-200,3.0,200,EMOBON_OSD74_Wa_140622_3µm_(1),Catarina Magalhães,-70.0,1874687,0.83,,,,0000-0001-9576-2398,0000-0001-9576-2398,low_tide
EMOBON_OSD74_Wa_52,2022-02-11,2023-06-01,2022-06-14,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,N,Y,1,Bucket,EMOBON metagenome water sample from station OSD74 collected on 2022-06-14 size fraction 0.2um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-06-14,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Simão Horta,OSD74_Wa_220614,2022-10-31,2023-06-01,0.2-3,0.2,3,EMOBON_OSD74_Wa_140622_0.2µm_(1),Catarina Magalhães,-70.0,1874687,0.83,,,,0000-0001-9576-2398,0000-0001-9576-2398,low_tide
EMOBON_OSD74_Wa_53,2022-02-11,2023-06-01,2022-06-14,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,N,Y,2,Bucket,EMOBON metagenome water sample from station OSD74 collected on 2022-06-14 size fraction 3um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-06-14,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Simão Horta,OSD74_Wa_220614,2022-10-31,2023-06-01,3-200,3.0,200,EMOBON_OSD74_Wa_140622_3µm_(2),Catarina Magalhães,-70.0,1874687,0.83,,,,0000-0001-9576-2398,0000-0001-9576-2398,low_tide
EMOBON_OSD74_Wa_54,2022-02-11,2023-06-01,2022-06-14,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,N,Y,2,Bucket,EMOBON metagenome water sample from station OSD74 collected on 2022-06-14 size fraction 0.2um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-06-14,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Simão Horta,OSD74_Wa_220614,2022-10-31,2023-06-01,0.2-3,0.2,3,EMOBON_OSD74_Wa_140622_0.2µm_(2),Catarina Magalhães,-70.0,1874687,0.83,,,,0000-0001-9576-2398,0000-0001-9576-2398,low_tide
EMOBON_OSD74_Wa_55,,,2022-06-14,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,3,Bucket,EMOBON metagenome water sample from station OSD74 collected on 2022-06-14 size fraction 3um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-06-14,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Simão Horta,OSD74_Wa_220614,,,3-200,3.0,200,EMOBON_OSD74_Wa_140622_3µm_(3),Catarina Magalhães,,1874687,0.6,,,,0000-0001-9576-2398,0000-0001-9576-2398,low_tide
EMOBON_OSD74_Wa_56,,,2022-06-14,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,3,Bucket,EMOBON metagenome water sample from station OSD74 collected on 2022-06-14 size fraction 0.2um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-06-14,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Simão Horta,OSD74_Wa_220614,,,0.2-3,0.2,3,EMOBON_OSD74_Wa_140622_0.2µm_(3),Catarina Magalhães,,1874687,0.6,,,,0000-0001-9576-2398,0000-0001-9576-2398,low_tide
EMOBON_OSD74_Wa_57,,,2022-06-14,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,4,Bucket,EMOBON metagenome water sample from station OSD74 collected on 2022-06-14 size fraction 3um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-06-14,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Simão Horta,OSD74_Wa_220614,,,3-200,3.0,200,EMOBON_OSD74_Wa_140622_3µm_(4),Catarina Magalhães,,1874687,0.6,,,,0000-0001-9576-2398,0000-0001-9576-2398,low_tide
EMOBON_OSD74_Wa_58,,,2022-06-14,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,4,Bucket,EMOBON metagenome water sample from station OSD74 collected on 2022-06-14 size fraction 0.2um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-06-14,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Simão Horta,OSD74_Wa_220614,,,0.2-3,0.2,3,EMOBON_OSD74_Wa_140622_0.2µm_(4),Catarina Magalhães,,1874687,0.6,,,,0000-0001-9576-2398,0000-0001-9576-2398,low_tide
EMOBON_OSD74_Wa_59,,,2022-06-14,,MilliQ water [ENVO:00003065],,,metagenome,Y,N,blank_1,,EMOBON metagenome water sample from station OSD74 collected on 2022-06-14 size fraction 3um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-06-14,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Simão Horta,OSD74_Wa_220614,,,3-200,3.0,200,EMOBON_OSD74_Wa_140622_3µm_(Blank),Catarina Magalhães,,256318,0.5,,,,0000-0001-9576-2398,0000-0001-9576-2398,no_tide
EMOBON_OSD74_Wa_60,,,2022-06-14,,MilliQ water [ENVO:00003065],,,metagenome,Y,N,blank_1,,EMOBON metagenome water sample from station OSD74 collected on 2022-06-14 size fraction 0.2um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-06-14,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Simão Horta,OSD74_Wa_220614,,,0.2-3,0.2,3,EMOBON_OSD74_Wa_140622_0.2µm_(Blank),Catarina Magalhães,,256318,0.5,,,,0000-0001-9576-2398,0000-0001-9576-2398,no_tide
EMOBON_OSD74_Wa_61,2022-02-11,2023-06-01,2022-08-20,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,N,Y,1,Bucket,EMOBON metagenome water sample from station OSD74 collected on 2022-08-20 size fraction 3um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-08-20,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Simão Horta,OSD74_Wa_220820,2022-10-31,2023-06-01,3-200,3.0,200,EMOBON_OSD74_Wa_200822_3µm_(1),Catarina Magalhães,-70.0,1874687,1.07,,,,0000-0001-9576-2398,0000-0001-9576-2398,low_tide
EMOBON_OSD74_Wa_62,2022-02-11,2023-06-01,2022-08-20,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,N,Y,1,Bucket,EMOBON metagenome water sample from station OSD74 collected on 2022-08-20 size fraction 0.2um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-08-20,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Simão Horta,OSD74_Wa_220820,2022-10-31,2023-06-01,0.2-3,0.2,3,EMOBON_OSD74_Wa_200822_0.2µm_(1),Catarina Magalhães,-70.0,1874687,1.07,,,,0000-0001-9576-2398,0000-0001-9576-2398,low_tide
EMOBON_OSD74_Wa_63,2022-02-11,2023-06-01,2022-08-20,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,N,Y,2,Bucket,EMOBON metagenome water sample from station OSD74 collected on 2022-08-20 size fraction 3um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-08-20,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Simão Horta,OSD74_Wa_220820,2022-10-31,2023-06-01,3-200,3.0,200,EMOBON_OSD74_Wa_200822_3µm_(2),Catarina Magalhães,-70.0,1874687,1.07,,,,0000-0001-9576-2398,0000-0001-9576-2398,low_tide
EMOBON_OSD74_Wa_64,2022-02-11,2023-06-01,2022-08-20,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,N,Y,2,Bucket,EMOBON metagenome water sample from station OSD74 collected on 2022-08-20 size fraction 0.2um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-08-20,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Simão Horta,OSD74_Wa_220820,2022-10-31,2023-06-01,0.2-3,0.2,3,EMOBON_OSD74_Wa_200822_0.2µm_(2),Catarina Magalhães,-70.0,1874687,1.07,,,,0000-0001-9576-2398,0000-0001-9576-2398,low_tide
EMOBON_OSD74_Wa_65,,,2022-08-20,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,3,Bucket,EMOBON metagenome water sample from station OSD74 collected on 2022-08-20 size fraction 3um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-08-20,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Simão Horta,OSD74_Wa_220820,,,3-200,3.0,200,EMOBON_OSD74_Wa_200822_3µm_(3),Catarina Magalhães,,1874687,1.05,,,,0000-0001-9576-2398,0000-0001-9576-2398,low_tide
EMOBON_OSD74_Wa_66,,,2022-08-20,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,3,Bucket,EMOBON metagenome water sample from station OSD74 collected on 2022-08-20 size fraction 0.2um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-08-20,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Simão Horta,OSD74_Wa_220820,,,0.2-3,0.2,3,EMOBON_OSD74_Wa_200822_0.2µm_(3),Catarina Magalhães,,1874687,1.05,,,,0000-0001-9576-2398,0000-0001-9576-2398,low_tide
EMOBON_OSD74_Wa_67,,,2022-08-20,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,4,Bucket,EMOBON metagenome water sample from station OSD74 collected on 2022-08-20 size fraction 3um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-08-20,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Simão Horta,OSD74_Wa_220820,,,3-200,3.0,200,EMOBON_OSD74_Wa_200822_3µm_(4),Catarina Magalhães,,1874687,1.05,,,,0000-0001-9576-2398,0000-0001-9576-2398,low_tide
EMOBON_OSD74_Wa_68,,,2022-08-20,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,Y,Y,4,Bucket,EMOBON metagenome water sample from station OSD74 collected on 2022-08-20 size fraction 0.2um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-08-20,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Simão Horta,OSD74_Wa_220820,,,0.2-3,0.2,3,EMOBON_OSD74_Wa_200822_0.2µm_(4),Catarina Magalhães,,1874687,1.05,,,,0000-0001-9576-2398,0000-0001-9576-2398,low_tide
EMOBON_OSD74_Wa_69,,,2022-08-20,,MilliQ water [ENVO:00003065],,,metagenome,Y,N,blank_1,,EMOBON metagenome water sample from station OSD74 collected on 2022-08-20 size fraction 3um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-08-20,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Simão Horta,OSD74_Wa_220820,,,3-200,3.0,200,EMOBON_OSD74_Wa_200822_3µm_(Blank),Catarina Magalhães,,256318,0.83,,,,0000-0001-9576-2398,0000-0001-9576-2398,no_tide
EMOBON_OSD74_Wa_70,,,2022-08-20,,MilliQ water [ENVO:00003065],,,metagenome,Y,N,blank_1,,EMOBON metagenome water sample from station OSD74 collected on 2022-08-20 size fraction 0.2um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-08-20,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Simão Horta,OSD74_Wa_220820,,,0.2-3,0.2,3,EMOBON_OSD74_Wa_200822_0.2µm_(Blank),Catarina Magalhães,,256318,0.83,,,,0000-0001-9576-2398,0000-0001-9576-2398,no_tide
EMOBON_OSD74_Wa_71,2023-06-20,,2022-10-14,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,N,Y,1,Bucket,EMOBON metagenome water sample from station OSD74 collected on 2022-10-14 size fraction 3um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-10-14,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Simão Horta,OSD74_Wa_221014,2023-06-19,,3-200,3.0,200,EMOBON_OSD74_Wa_141022_3µm_(1),Catarina Magalhães,-70.0,1874687,0.63,,,,0000-0001-9576-2398,0000-0001-9576-2398,low_tide
EMOBON_OSD74_Wa_72,2023-06-20,,2022-10-14,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,N,Y,1,Bucket,EMOBON metagenome water sample from station OSD74 collected on 2022-10-14 size fraction 0.2um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-10-14,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Simão Horta,OSD74_Wa_221014,2023-06-19,,0.2-3,0.2,3,EMOBON_OSD74_Wa_141022_0.2µm_(1),Catarina Magalhães,-70.0,1874687,0.63,,,,0000-0001-9576-2398,0000-0001-9576-2398,low_tide
EMOBON_OSD74_Wa_73,2023-06-20,,2022-10-14,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,N,Y,2,Bucket,EMOBON metagenome water sample from station OSD74 collected on 2022-10-14 size fraction 3um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-10-14,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Simão Horta,OSD74_Wa_221014,2023-06-19,,3-200,3.0,200,EMOBON_OSD74_Wa_141022_3µm_(2),Catarina Magalhães,-70.0,1874687,0.63,,,,0000-0001-9576-2398,0000-0001-9576-2398,low_tide
EMOBON_OSD74_Wa_74,2023-06-20,,2022-10-14,1.0,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],,,metagenome,N,Y,2,Bucket,EMOBON metagenome water sample from station OSD74 collected on 2022-10-14 size fraction 0.2um,WaSOP1,We used a peristaltic pump for filtration,5.4,2022-10-14,CIIMAR - EcoBioTec New -80ºC Freezer,-80,Eva Lopes; Simão Horta,OSD74_Wa_221014,2023-06-19,,0.2-3,0.2,3,EMOBON_OSD74_Wa_141022_0.2µm_(2),Catarina Magalhães,-70.0,1874687,0.63,,,,0000-0001-9576-2398,0000-0001-9576-2398,low_tide
