source_mat_id,arr_date_hq,arr_date_seq,collection_date,comm_samp,depth,env_material,failure,failure_comment,investigation_type,long_store,replicate,samp_collect_device,samp_store_date,samp_mat_process,samp_mat_process_dev,samp_size_mass,samp_store_loc,samp_store_temp,sampl_person,sampling_event,ship_date,ship_date_seq,size_frac_low,size_frac_up,source_mat_id_orig,store_person,store_temp_hq,noteworthy_env_cond,other_person,other_person_orcid,sampl_person_orcid,store_person_orcid,tidal_stage
EMOBON_OOB_So_148,,,2024-06-26,micro,27,sediment [ENVO:00002007],,,metagenome,,2,PVC sediment corer,2024-06-26,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_240626,,,,,EMO BON OOB So 240626 micro (2),Pierre E. Galand,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_149,,,2024-06-26,micro,27,sediment [ENVO:00002007],,,metagenome,,3,PVC sediment corer,2024-06-26,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_240626,,,,,EMO BON OOB So 240626 micro (3),Pierre E. Galand,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_150,,,2024-06-26,micro,27,sediment [ENVO:00002007],,,metagenome,,4,PVC sediment corer,2024-06-26,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_240626,,,,,EMO BON OOB So 240626 micro (4),Pierre E. Galand,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_151,,,2024-06-26,micro,27,sediment [ENVO:00002007],,,metagenome,,blank_1,PVC sediment corer,2024-06-26,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_240626,,,,,EMO BON OOB So 240626 micro (blank),Pierre E. Galand,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_152,,,2024-06-26,meio,27,sediment [ENVO:00002007],,,mimarks-specimen,,1,PVC sediment corer,2024-06-26,SoSOP 2,PVC cores of 7.5 cm in diameter,,"room 301, freezer LECOB",-20.0,Bruno Hesse,OOB_So_240626,,,,,EMO BON OOB So 240626 meio (1),Jadwiga Orignac,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_153,,,2024-06-26,meio,27,sediment [ENVO:00002007],,,mimarks-specimen,,2,PVC sediment corer,2024-06-26,SoSOP 2,PVC cores of 7.5 cm in diameter,,"room 301, freezer LECOB",-20.0,Bruno Hesse,OOB_So_240626,,,,,EMO BON OOB So 240626 meio (2),Jadwiga Orignac,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_154,,,2024-06-26,meio,27,sediment [ENVO:00002007],,,mimarks-specimen,,3,PVC sediment corer,2024-06-26,SoSOP 2,PVC cores of 7.5 cm in diameter,,"room 301, freezer LECOB",-20.0,Bruno Hesse,OOB_So_240626,,,,,EMO BON OOB So 240626 meio (3),Jadwiga Orignac,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_155,,,2024-06-26,meio,27,sediment [ENVO:00002007],,,mimarks-specimen,,4,PVC sediment corer,2024-06-26,SoSOP 2,PVC cores of 7.5 cm in diameter,,"room 301, freezer LECOB",-20.0,Bruno Hesse,OOB_So_240626,,,,,EMO BON OOB So 240626 meio (4),Jadwiga Orignac,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_156,,,2024-08-20,micro,27,sediment [ENVO:00002007],,,metagenome,,1,PVC sediment corer,2024-08-20,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_240820,,,,,EMO BON OOB So 240820 micro (1),Pierre E. Galand,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_157,,,2024-08-20,micro,27,sediment [ENVO:00002007],,,metagenome,,2,PVC sediment corer,2024-08-20,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_240820,,,,,EMO BON OOB So 240820 micro (2),Pierre E. Galand,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_158,,,2024-08-20,micro,27,sediment [ENVO:00002007],,,metagenome,,3,PVC sediment corer,2024-08-20,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_240820,,,,,EMO BON OOB So 240820 micro (3),Pierre E. Galand,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_159,,,2024-08-20,micro,27,sediment [ENVO:00002007],,,metagenome,,4,PVC sediment corer,2024-08-20,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_240820,,,,,EMO BON OOB So 240820 micro (4),Pierre E. Galand,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_160,,,2024-08-20,micro,27,sediment [ENVO:00002007],,,metagenome,,blank_1,PVC sediment corer,2024-08-20,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_240820,,,,,EMO BON OOB So 240820 micro (blank),Pierre E. Galand,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
