source_mat_id,arr_date_hq,arr_date_seq,collection_date,comm_samp,depth,env_material,failure,failure_comment,investigation_type,long_store,replicate,samp_collect_device,samp_store_date,samp_mat_process,samp_mat_process_dev,samp_size_mass,samp_store_loc,samp_store_temp,sampl_person,sampling_event,ship_date,ship_date_seq,size_frac_low,size_frac_up,source_mat_id_orig,store_person,store_temp_hq,noteworthy_env_cond,other_person,other_person_orcid,sampl_person_orcid,store_person_orcid,tidal_stage
EMOBON_OOB_So_1,,2021-08-04,2021-06-08,micro,27,sediment [ENVO:00002007],F,,metagenome,N,1,PVC sediment corer,2021-06-08,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_210608,2021-07-29,2021-07-29,,,EMO BON OOB So 210608 micro (1),Pierre E. Galand,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_2,,2021-08-04,2021-06-08,micro,27,sediment [ENVO:00002007],T,tube broke during transport,metagenome,N,2,PVC sediment corer,2021-06-08,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_210608,2021-07-29,2021-07-29,,,EMO BON OOB So 210608 micro (2),Pierre E. Galand,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_3,,,2021-06-08,micro,27,sediment [ENVO:00002007],,,metagenome,Y,3,PVC sediment corer,2021-06-08,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_210608,,,,,EMO BON OOB So 210608 micro (3),Pierre E. Galand,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_4,,,2021-06-08,micro,27,sediment [ENVO:00002007],,,metagenome,Y,4,PVC sediment corer,2021-06-08,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_210608,,,,,EMO BON OOB So 210608 micro (4),Pierre E. Galand,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_5,2022-01-25,2022-07-18,2021-06-08,meio,27,sediment [ENVO:00002007],,,mimarks-specimen,N,1,PVC sediment corer,2021-06-08,SoSOP 2,PVC cores of 7.5 cm in diameter,,"room 301, freezer LECOB",-20.0,Bruno Hesse,OOB_So_210608,2022-01-24,2022-07-18,,,EMO BON OOB So 210608 meio (1),Jadwiga Orignac,-20.0,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_6,2022-01-25,2022-07-18,2021-06-08,meio,27,sediment [ENVO:00002007],,,mimarks-specimen,N,2,PVC sediment corer,2021-06-08,SoSOP 2,PVC cores of 7.5 cm in diameter,,"room 301, freezer LECOB",-20.0,Bruno Hesse,OOB_So_210608,2022-01-24,2022-07-18,,,EMO BON OOB So 210608 meio (2),Jadwiga Orignac,-20.0,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_7,,,2021-06-08,meio,27,sediment [ENVO:00002007],,,mimarks-specimen,Y,3,PVC sediment corer,2021-06-08,SoSOP 2,PVC cores of 7.5 cm in diameter,,"room 301, freezer LECOB",-20.0,Bruno Hesse,OOB_So_210608,,,,,EMO BON OOB So 210608 meio (3),Jadwiga Orignac,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_8,,,2021-06-08,meio,27,sediment [ENVO:00002007],,,mimarks-specimen,Y,4,PVC sediment corer,2021-06-08,SoSOP 2,PVC cores of 7.5 cm in diameter,,"room 301, freezer LECOB",-20.0,Bruno Hesse,OOB_So_210608,,,,,EMO BON OOB So 210608 meio (4),Jadwiga Orignac,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_9,2021-10-22,2021-11-24,2021-08-18,micro,27,sediment [ENVO:00002007],T,non-quantifiable DNA after extraction,metagenome,N,1,PVC sediment corer,2021-08-18,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_210818,2021-10-21,2021-11-24,,,EMO BON OOB So 210818 micro (1),Pierre E. Galand,-70.0,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_10,2021-10-22,2021-11-24,2021-08-18,micro,27,sediment [ENVO:00002007],T,non-quantifiable DNA after extraction,metagenome,N,2,PVC sediment corer,2021-08-18,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_210818,2021-10-21,2021-11-24,,,EMO BON OOB So 210818 micro (2),Pierre E. Galand,-70.0,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_11,,,2021-08-18,micro,27,sediment [ENVO:00002007],,,metagenome,Y,3,PVC sediment corer,2021-08-18,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_210818,,,,,EMO BON OOB So 210818 micro (3),Pierre E. Galand,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_12,,,2021-08-18,micro,27,sediment [ENVO:00002007],,,metagenome,Y,4,PVC sediment corer,2021-08-18,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_210818,,,,,EMO BON OOB So 210818 micro (4),Pierre E. Galand,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_13,2022-01-25,2022-02-23,2021-10-12,micro,27,sediment [ENVO:00002007],T,non-quantifiable DNA after extraction,metagenome,N,1,PVC sediment corer,2021-10-12,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_211012,2022-01-24,2022-02-22,,,EMO BON OOB So 211012 micro (1),Pierre E. Galand,-70.0,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_14,2022-01-25,2022-02-23,2021-10-12,micro,27,sediment [ENVO:00002007],T,non-quantifiable DNA after extraction,metagenome,N,2,PVC sediment corer,2021-10-12,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_211012,2022-01-24,2022-02-22,,,EMO BON OOB So 211012 micro (2),Pierre E. Galand,-70.0,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_15,,,2021-10-12,micro,27,sediment [ENVO:00002007],,,metagenome,Y,3,PVC sediment corer,2021-10-12,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_211012,,,,,EMO BON OOB So 211012 micro (3),Pierre E. Galand,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_16,,,2021-10-12,micro,27,sediment [ENVO:00002007],,,metagenome,Y,4,PVC sediment corer,2021-10-12,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_211012,,,,,EMO BON OOB So 211012 micro (4),Pierre E. Galand,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_17,2022-01-25,2022-07-18,2021-10-12,meio,27,sediment [ENVO:00002007],,,mimarks-specimen,N,1,PVC sediment corer,2021-10-12,SoSOP 2,PVC cores of 7.5 cm in diameter,,"room 301, freezer LECOB",-20.0,Bruno Hesse,OOB_So_211012,2022-01-24,2022-07-18,,,EMO BON OOB So 211012 meio (1),Jadwiga Orignac,-20.0,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_18,2022-01-25,2022-07-18,2021-10-12,meio,27,sediment [ENVO:00002007],,,mimarks-specimen,N,2,PVC sediment corer,2021-10-12,SoSOP 2,PVC cores of 7.5 cm in diameter,,"room 301, freezer LECOB",-20.0,Bruno Hesse,OOB_So_211012,2022-01-24,2022-07-18,,,EMO BON OOB So 211012 meio (2),Jadwiga Orignac,-20.0,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_19,,,2021-10-12,meio,27,sediment [ENVO:00002007],,,mimarks-specimen,Y,3,PVC sediment corer,2021-10-12,SoSOP 2,PVC cores of 7.5 cm in diameter,,"room 301, freezer LECOB",-20.0,Bruno Hesse,OOB_So_211012,,,,,EMO BON OOB So 211012 meio (3),Jadwiga Orignac,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_20,,,2021-10-12,meio,27,sediment [ENVO:00002007],,,mimarks-specimen,Y,4,PVC sediment corer,2021-10-12,SoSOP 2,PVC cores of 7.5 cm in diameter,,"room 301, freezer LECOB",-20.0,Bruno Hesse,OOB_So_211012,,,,,EMO BON OOB So 211012 meio (4),Jadwiga Orignac,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_21,2022-01-25,2023-10-17,2021-10-15,macro,27,sediment [ENVO:00002007],,,mimarks-specimen,N,1,van veen,,,,,,,Bruno Hesse,OOB_So_211015,2022-01-24,2023-10-17,,,EMO BON OOB SO 211015 macro (1),Céline Labrune,4.0,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_22,2022-01-25,2023-10-17,2021-10-15,macro,27,sediment [ENVO:00002007],,,mimarks-specimen,N,2,van veen,,,,,,,Bruno Hesse,OOB_So_211015,2022-01-24,2023-10-17,,,EMO BON OOB SO 211015 macro (2),Céline Labrune,4.0,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_23,,,2021-10-15,macro,27,sediment [ENVO:00002007],,,mimarks-specimen,Y,3,van veen,,,,,,,Bruno Hesse,OOB_So_211015,,,,,EMO BON OOB SO 211015 macro (3),Céline Labrune,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_24,,,2021-10-15,macro,27,sediment [ENVO:00002007],,,mimarks-specimen,Y,4,van veen,,,,,,,Bruno Hesse,OOB_So_211015,,,,,EMO BON OOB SO 211015 macro (4),Céline Labrune,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_25,2022-01-25,2022-02-23,2021-12-09,micro,27,sediment [ENVO:00002007],F,,metagenome,N,1,PVC sediment corer,2021-12-09,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_211209,2022-01-24,2022-02-22,,,EMO BON OOB So 211209 micro (1),Pierre E. Galand,-70.0,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_26,2022-01-25,2022-02-23,2021-12-09,micro,27,sediment [ENVO:00002007],F,,metagenome,N,2,PVC sediment corer,2021-12-09,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_211209,2022-01-24,2022-02-22,,,EMO BON OOB So 211209 micro (2),Pierre E. Galand,-70.0,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_27,,,2021-12-09,micro,27,sediment [ENVO:00002007],,,metagenome,Y,3,PVC sediment corer,2021-12-09,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_211209,,,,,EMO BON OOB So 211209 micro (3),Pierre E. Galand,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_28,,,2021-12-09,micro,27,sediment [ENVO:00002007],,,metagenome,Y,4,PVC sediment corer,2021-12-09,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_211209,,,,,EMO BON OOB So 211209 micro (4),Pierre E. Galand,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_29,2022-10-26,2022-07-18,2022-02-21,micro,27,sediment [ENVO:00002007],,,metagenome,N,1,PVC sediment corer,2022-02-21,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_220221,2022-10-17,2022-07-18,,,EMO BON OOB So 220221 micro (1),Pierre E. Galand,-70.0,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_30,2022-10-26,2022-07-18,2022-02-21,micro,27,sediment [ENVO:00002007],,,metagenome,N,2,PVC sediment corer,2022-02-21,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_220221,2022-10-17,2022-07-18,,,EMO BON OOB So 220221 micro (2),Pierre E. Galand,-70.0,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_31,,,2022-02-21,micro,27,sediment [ENVO:00002007],,,metagenome,Y,3,PVC sediment corer,2022-02-21,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_220221,,,,,EMO BON OOB So 220221 micro (3),Pierre E. Galand,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_32,,,2022-02-21,micro,27,sediment [ENVO:00002007],,,metagenome,Y,4,PVC sediment corer,2022-02-21,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_220221,,,,,EMO BON OOB So 220221 micro (4),Pierre E. Galand,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_33,,,2022-04-21,micro,27,sediment [ENVO:00002007],,,metagenome,Y,blank_1,PVC sediment corer,2022-02-21,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_220421,,,,,EMO BON OOB So 220221 micro (blank),Pierre E. Galand,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_34,2022-10-26,2022-07-18,2022-04-25,micro,27,sediment [ENVO:00002007],,,metagenome,N,1,PVC sediment corer,2022-04-25,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_220425,2022-10-17,2022-07-18,,,EMO BON OOB So 220425 micro (1),Pierre E. Galand,-70.0,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_35,2022-10-26,2022-07-18,2022-04-25,micro,27,sediment [ENVO:00002007],,,metagenome,N,2,PVC sediment corer,2022-04-25,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_220425,2022-10-17,2022-07-18,,,EMO BON OOB So 220425 micro (2),Pierre E. Galand,-70.0,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_36,,,2022-04-25,micro,27,sediment [ENVO:00002007],,,metagenome,Y,3,PVC sediment corer,2022-04-25,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_220425,,,,,EMO BON OOB So 220425 micro (3),Pierre E. Galand,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_37,,,2022-04-25,micro,27,sediment [ENVO:00002007],,,metagenome,Y,4,PVC sediment corer,2022-04-25,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_220425,,,,,EMO BON OOB So 220425 micro (4),Pierre E. Galand,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_38,,,2022-04-25,micro,27,sediment [ENVO:00002007],,,metagenome,Y,blank_1,PVC sediment corer,2022-04-25,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_220425,,,,,EMO BON OOB So 220425 micro (blank),Pierre E. Galand,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_39,2022-10-26,2022-07-18,2022-04-25,meio,27,sediment [ENVO:00002007],,,mimarks-specimen,N,1,PVC sediment corer,2022-04-25,SoSOP 2,PVC cores of 7.5 cm in diameter,,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_220425,2022-10-17,2022-07-18,,,EMO BON OOB So 220425 meio (1),Pierre E. Galand,-20.0,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_40,2022-10-26,2022-07-18,2022-04-25,meio,27,sediment [ENVO:00002007],,,mimarks-specimen,N,2,PVC sediment corer,2022-04-25,SoSOP 2,PVC cores of 7.5 cm in diameter,,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_220425,2022-10-17,2022-07-18,,,EMO BON OOB So 220425 meio (2),Pierre E. Galand,-20.0,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_41,,,2022-04-25,meio,27,sediment [ENVO:00002007],,,mimarks-specimen,Y,3,PVC sediment corer,2022-04-25,SoSOP 2,PVC cores of 7.5 cm in diameter,,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_220425,,,,,EMO BON OOB So 220425 meio (3),Pierre E. Galand,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_42,,,2022-04-25,meio,27,sediment [ENVO:00002007],,,mimarks-specimen,Y,4,PVC sediment corer,2022-04-25,SoSOP 2,PVC cores of 7.5 cm in diameter,,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_220425,,,,,EMO BON OOB So 220425 meio (4),Pierre E. Galand,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_43,2022-10-26,2023-10-17,2022-04-29,macro,27,sediment [ENVO:00002007],,,mimarks-specimen,N,1,PVC sediment corer,2022-04-29,SoSOP 3,PVC cores of 7.5 cm in diameter,,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_220429,2022-10-17,2023-10-17,,,EMO BON OOB SO 220429 macro (1),Pierre E. Galand,4.0,,Lyvia Lescure,,,0000-0002-2238-3248,no_tide
EMOBON_OOB_So_44,2022-10-26,2023-10-17,2022-04-29,macro,27,sediment [ENVO:00002007],,,mimarks-specimen,N,2,PVC sediment corer,2022-04-29,SoSOP 4,PVC cores of 7.5 cm in diameter,,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_220429,2022-10-17,2023-10-17,,,EMO BON OOB SO 220429 macro (2),Pierre E. Galand,4.0,,Lyvia Lescure,,,0000-0002-2238-3249,no_tide
EMOBON_OOB_So_45,,,2022-04-29,macro,27,sediment [ENVO:00002007],,,mimarks-specimen,Y,3,PVC sediment corer,2022-04-29,SoSOP 5,PVC cores of 7.5 cm in diameter,,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_220429,,,,,EMO BON OOB SO 220429 macro (3),Pierre E. Galand,,,Lyvia Lescure,,,0000-0002-2238-3250,no_tide
EMOBON_OOB_So_46,,,2022-04-29,macro,27,sediment [ENVO:00002007],,,mimarks-specimen,Y,4,PVC sediment corer,2022-04-29,SoSOP 6,PVC cores of 7.5 cm in diameter,,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_220429,,,,,EMO BON OOB SO 220429 macro (4),Pierre E. Galand,,,Lyvia Lescure,,,0000-0002-2238-3251,no_tide
EMOBON_OOB_So_47,2022-10-26,2022-07-18,2022-06-28,micro,27,sediment [ENVO:00002007],,,metagenome,N,1,PVC sediment corer,2022-06-28,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_220628,2022-10-17,2022-07-18,,,EMO BON OOB So 220628 micro (1),Pierre E. Galand,-70.0,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_48,2022-10-26,2022-07-18,2022-06-28,micro,27,sediment [ENVO:00002007],,,metagenome,N,2,PVC sediment corer,2022-06-28,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_220628,2022-10-17,2022-07-18,,,EMO BON OOB So 220628 micro (2),Pierre E. Galand,-70.0,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_49,,,2022-06-28,micro,27,sediment [ENVO:00002007],,,metagenome,Y,3,PVC sediment corer,2022-06-28,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_220628,,,,,EMO BON OOB So 220628 micro (3),Pierre E. Galand,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_50,,,2022-06-28,micro,27,sediment [ENVO:00002007],,,metagenome,Y,4,PVC sediment corer,2022-06-28,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_220628,,,,,EMO BON OOB So 220628 micro (4),Pierre E. Galand,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_51,,,2022-06-28,micro,27,sediment [ENVO:00002007],,,metagenome,Y,blank_1,PVC sediment corer,2022-06-28,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_220628,,,,,EMO BON OOB So 220628 micro (blank),Pierre E. Galand,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_52,2022-10-26,2022-07-18,2022-06-28,meio,27,sediment [ENVO:00002007],,,mimarks-specimen,N,1,PVC sediment corer,2022-06-28,SoSOP 2,PVC cores of 7.5 cm in diameter,,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_220628,2022-10-17,2022-07-18,,,EMO BON OOB So 220628 meio (1),Pierre E. Galand,-20.0,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_53,2022-10-26,2022-07-18,2022-06-28,meio,27,sediment [ENVO:00002007],,,mimarks-specimen,N,2,PVC sediment corer,2022-06-28,SoSOP 2,PVC cores of 7.5 cm in diameter,,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_220628,2022-10-17,2022-07-18,,,EMO BON OOB So 220628 meio (2),Pierre E. Galand,-20.0,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_54,,,2022-06-28,meio,27,sediment [ENVO:00002007],,,mimarks-specimen,Y,3,PVC sediment corer,2022-06-28,SoSOP 2,PVC cores of 7.5 cm in diameter,,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_220628,,,,,EMO BON OOB So 220628 meio (3),Pierre E. Galand,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_55,,,2022-06-28,meio,27,sediment [ENVO:00002007],,,mimarks-specimen,Y,4,PVC sediment corer,2022-06-28,SoSOP 2,PVC cores of 7.5 cm in diameter,,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_220628,,,,,EMO BON OOB So 220628 meio (4),Pierre E. Galand,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_56,2022-10-26,2022-07-18,2022-08-23,micro,27,sediment [ENVO:00002007],,,metagenome,N,1,PVC sediment corer,2022-08-23,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_220623,2022-10-17,2022-07-18,,,EMO BON OOB So 220823 micro (1),Pierre E. Galand,-70.0,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_57,2022-10-26,2022-07-18,2022-08-23,micro,27,sediment [ENVO:00002007],,,metagenome,N,2,PVC sediment corer,2022-08-23,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_220823,2022-10-17,2022-07-18,,,EMO BON OOB So 220823 micro (2),Pierre E. Galand,-70.0,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_58,,,2022-08-23,micro,27,sediment [ENVO:00002007],,,metagenome,Y,3,PVC sediment corer,2022-08-23,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_220823,,,,,EMO BON OOB So 220823 micro (3),Pierre E. Galand,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_59,,,2022-08-23,micro,27,sediment [ENVO:00002007],,,metagenome,Y,4,PVC sediment corer,2022-08-23,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_220823,,,,,EMO BON OOB So 220823 micro (4),Pierre E. Galand,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_60,,,2022-08-23,micro,27,sediment [ENVO:00002007],,,metagenome,Y,blank_1,PVC sediment corer,2022-08-23,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_220823,,,,,EMO BON OOB So 220823 micro (blank),Pierre E. Galand,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_61,2023-06-15,,2022-10-12,micro,27,sediment [ENVO:00002007],,,metagenome,N,1,PVC sediment corer,2022-10-12,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_221012,2023-06-12,,,,EMO BON OOB So 221012 micro (1),Pierre E. Galand,-70.0,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_62,2023-06-15,,2022-10-12,micro,27,sediment [ENVO:00002007],,,metagenome,N,2,PVC sediment corer,2022-10-12,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_221012,2023-06-12,,,,EMO BON OOB So 221012 micro (2),Pierre E. Galand,-70.0,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_63,,,2022-10-12,micro,27,sediment [ENVO:00002007],,,metagenome,Y,3,PVC sediment corer,2022-10-12,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_221012,,,,,EMO BON OOB So 221012 micro (3),Pierre E. Galand,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_64,,,2022-10-12,micro,27,sediment [ENVO:00002007],,,metagenome,Y,4,PVC sediment corer,2022-10-12,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_221012,,,,,EMO BON OOB So 221012 micro (4),Pierre E. Galand,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_65,,,2022-10-12,micro,27,sediment [ENVO:00002007],,,metagenome,Y,blank_1,PVC sediment corer,2022-10-12,SoSOP 2,PVC cores of 7.5 cm in diameter,10.0,"room 213, freezer LECOB",-80.0,Bruno Hesse,OOB_So_221012,,,,,EMO BON OOB So 221012 micro (blank),Pierre E. Galand,,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
EMOBON_OOB_So_66,2023-10-05,,2022-10-12,meio,27,sediment [ENVO:00002007],,,mimarks-specimen,N,1,PVC sediment corer,2022-10-12,SoSOP 2,PVC cores of 7.5 cm in diameter,,"room 301, freezer LECOB",-20.0,Bruno Hesse,OOB_So_221012,2023-09-18,,,,EMO BON OOB So 221012 meio (1),Jadwiga Orignac,-20.0,,Lyvia Lescure,,,0000-0002-2238-3247,no_tide
