source_mat_id,source_mat_id_orig,samp_description,tax_id,scientific_name,investigation_type,env_material,collection_date,sampling_event,sampl_person,sampl_person_orcid,tidal_stage,depth,noteworthy_env_cond,replicate,samp_size_vol,time_fi,size_frac,size_frac_low,size_frac_up,membr_cut,samp_collect_device,samp_mat_process,samp_mat_process_dev,samp_store_date,samp_store_loc,samp_store_temp,store_person,store_person_orcid,other_person,other_person_orcid,long_store,ship_date,arr_date_hq,store_temp_hq,ship_date_seq,arr_date_seq,failure,failure_comment,ENA_accession_number_sample
EMOBON_HCMR-1_Wa_90,EMO BON HCMR-1 Wa 221027 3um_2,EMOBON metagenome water sample from station HCMR-1 collected on 2022-10-27 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-10-27,HCMR-1_Wa_221027,Apostolos Kristallas,,no_tide,1.0,,2,30.0,3.5,3-200,3.0,200.0,,Jerrycan,WaSOP 1,,2022-10-27,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,2022-12-01,2022-12-12,-70.0,2023-06-01,2023-06-01,,,
EMOBON_HCMR-1_Wa_91,EMO BON HCMR-1 Wa 2221027 3um_3,EMOBON metagenome water sample from station HCMR-1 collected on 2022-10-27 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-10-27,HCMR-1_Wa_221027,Apostolos Kristallas,,no_tide,1.0,,3,30.0,3.5,3-200,3.0,200.0,,Jerrycan,WaSOP 1,,2022-10-27,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_92,EMO BON HCMR-1 Wa 221027 3um_4,EMOBON metagenome water sample from station HCMR-1 collected on 2022-10-27 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-10-27,HCMR-1_Wa_221027,Apostolos Kristallas,,no_tide,1.0,,4,30.0,3.5,3-200,3.0,200.0,,Jerrycan,WaSOP 1,,2022-10-27,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_93,EMO BON HCMR-1 Wa 221027 3um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2022-10-27 size fraction 3-200um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-10-27,HCMR-1_Wa_221027,Apostolos Kristallas,,no_tide,1.0,,blank_1,30.0,3.5,3-200,3.0,200.0,,Jerrycan,WaSOP 1,,2022-10-27,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_94,EMO BON HCMR-1 Wa 221027 3um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2022-10-27 size fraction 3-200um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-10-27,HCMR-1_Wa_221027,Apostolos Kristallas,,no_tide,1.0,,blank_2,30.0,3.5,3-200,3.0,200.0,,Jerrycan,WaSOP 1,,2022-10-27,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_95,EMO BON HCMR-1 Wa 221027 0.22um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2022-10-27 size fraction 0.2-3um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-10-27,HCMR-1_Wa_221027,Apostolos Kristallas,,no_tide,1.0,,blank_1,30.0,3.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2022-10-27,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_96,EMO BON HCMR-1 Wa 221027 0.22um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2022-10-27 size fraction 0.2-3um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2022-10-27,HCMR-1_Wa_221027,Apostolos Kristallas,,no_tide,1.0,,blank_2,30.0,3.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2022-10-27,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_97,EMO BON HCMR-1 Wa 230217 0.22um_1,EMOBON metagenome water sample from station HCMR-1 collected on 2021-06-28 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2023-02-17,HCMR-1_Wa_230217,Apostolos Kristallas,,no_tide,1.0,,1,30.0,1.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2023-02-17,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,2023-09-12,2023-09-18,-70.0,,,,,
EMOBON_HCMR-1_Wa_98,EMO BON HCMR-1 Wa 230217 0.22um_2,EMOBON metagenome water sample from station HCMR-1 collected on 2021-06-28 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2023-02-17,HCMR-1_Wa_230217,Apostolos Kristallas,,no_tide,1.0,,2,30.0,1.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2023-02-17,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,2023-09-12,2023-09-18,-70.0,,,,,
EMOBON_HCMR-1_Wa_99,EMO BON HCMR-1 Wa 230217 0.22um_3,EMOBON metagenome water sample from station HCMR-1 collected on 2021-06-28 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2023-02-17,HCMR-1_Wa_230217,Apostolos Kristallas,,no_tide,1.0,,3,30.0,2.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2023-02-17,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_100,EMO BON HCMR-1 Wa 230217 0.22um_4,EMOBON metagenome water sample from station HCMR-1 collected on 2021-06-28 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2023-02-17,HCMR-1_Wa_230217,Apostolos Kristallas,,no_tide,1.0,,4,30.0,2.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2023-02-17,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_101,EMO BON HCMR-1 Wa 230217 3um_1,EMOBON metagenome water sample from station HCMR-1 collected on 2021-06-28 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2023-02-17,HCMR-1_Wa_230217,Apostolos Kristallas,,no_tide,1.0,,1,30.0,1.5,3-200,3.0,200.0,,Jerrycan,WaSOP 1,,2023-02-17,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,2023-09-12,2023-09-18,-70.0,,,,,
EMOBON_HCMR-1_Wa_102,EMO BON HCMR-1 Wa 2302173um_2,EMOBON metagenome water sample from station HCMR-1 collected on 2021-06-28 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2023-02-17,HCMR-1_Wa_230217,Apostolos Kristallas,,no_tide,1.0,,2,30.0,1.5,3-200,3.0,200.0,,Jerrycan,WaSOP 1,,2023-02-17,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,2023-09-12,2023-09-18,-70.0,,,,,
EMOBON_HCMR-1_Wa_103,EMO BON HCMR-1 Wa 230217 3um_3,EMOBON metagenome water sample from station HCMR-1 collected on 2021-06-28 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2023-02-17,HCMR-1_Wa_230217,Apostolos Kristallas,,no_tide,1.0,,3,30.0,2.5,3-200,3.0,200.0,,Jerrycan,WaSOP 1,,2023-02-17,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_104,EMO BON HCMR-1 Wa 230217 3um_4,EMOBON metagenome water sample from station HCMR-1 collected on 2021-06-28 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2023-02-17,HCMR-1_Wa_230217,Apostolos Kristallas,,no_tide,1.0,,4,30.0,2.5,3-200,3.0,200.0,,Jerrycan,WaSOP 1,,2023-02-17,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_105,EMO BON HCMR-1 Wa 230217 3um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2021-06-28 size fraction 3-200um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2023-02-17,HCMR-1_Wa_230217,Apostolos Kristallas,,no_tide,1.0,,blank_1,30.0,3.5,3-200,3.0,200.0,,Jerrycan,WaSOP 1,,2023-02-17,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_106,EMO BON HCMR-1 Wa 230217 3um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2021-06-28 size fraction 3-200um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2023-02-17,HCMR-1_Wa_230217,Apostolos Kristallas,,no_tide,1.0,,blank_2,30.0,3.5,3-200,3.0,200.0,,Jerrycan,WaSOP 1,,2023-02-17,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_107,EMO BON HCMR-1 Wa 230217 0.22um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2021-06-28 size fraction 0.2-3um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2023-02-17,HCMR-1_Wa_230217,Apostolos Kristallas,,no_tide,1.0,,blank_1,30.0,3.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2023-02-17,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_108,EMO BON HCMR-1 Wa 230217 0.22um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2021-06-28 size fraction 0.2-3um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2023-02-17,HCMR-1_Wa_230217,Apostolos Kristallas,,no_tide,1.0,,blank_2,30.0,3.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2023-02-17,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_109,EMO BON HCMR-1 Wa 230425 0.22um_1,EMOBON metagenome water sample from station HCMR-1 collected on 2021-09-17 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2023-04-25,HCMR-1_Wa_230425,Apostolos Kristallas,,no_tide,1.0,,1,30.0,1.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2023-04-25,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,2023-09-12,2023-09-18,-70.0,,,,,
EMOBON_HCMR-1_Wa_110,EMO BON HCMR-1 Wa 230425 0.22um_2,EMOBON metagenome water sample from station HCMR-1 collected on 2021-09-17 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2023-04-25,HCMR-1_Wa_230425,Apostolos Kristallas,,no_tide,1.0,,2,30.0,1.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2023-04-25,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,2023-09-12,2023-09-18,-70.0,,,,,
EMOBON_HCMR-1_Wa_111,EMO BON HCMR-1 Wa 230425 0.22um_3,EMOBON metagenome water sample from station HCMR-1 collected on 2021-09-17 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2023-04-25,HCMR-1_Wa_230425,Apostolos Kristallas,,no_tide,1.0,,3,30.0,2.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2023-04-25,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_112,EMO BON HCMR-1 Wa 230425 0.22um_4,EMOBON metagenome water sample from station HCMR-1 collected on 2021-09-17 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2023-04-25,HCMR-1_Wa_230425,Apostolos Kristallas,,no_tide,1.0,,4,30.0,2.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2023-04-25,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_113,EMO BON HCMR-1 Wa 230425 3um_1,EMOBON metagenome water sample from station HCMR-1 collected on 2021-09-17 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2023-04-25,HCMR-1_Wa_230425,Apostolos Kristallas,,no_tide,1.0,,1,30.0,1.5,3-200,3.0,200.0,,Jerrycan,WaSOP 1,,2023-04-25,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,2023-09-12,2023-09-18,-70.0,,,,,
EMOBON_HCMR-1_Wa_114,EMO BON HCMR-1 Wa 2304253um_2,EMOBON metagenome water sample from station HCMR-1 collected on 2021-09-17 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2023-04-25,HCMR-1_Wa_230425,Apostolos Kristallas,,no_tide,1.0,,2,30.0,1.5,3-200,3.0,200.0,,Jerrycan,WaSOP 1,,2023-04-25,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,2023-09-12,2023-09-18,-70.0,,,,,
EMOBON_HCMR-1_Wa_115,EMO BON HCMR-1 Wa 230425 3um_3,EMOBON metagenome water sample from station HCMR-1 collected on 2021-09-17 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2023-04-25,HCMR-1_Wa_230425,Apostolos Kristallas,,no_tide,1.0,,3,30.0,2.5,3-200,3.0,200.0,,Jerrycan,WaSOP 1,,2023-04-25,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_116,EMO BON HCMR-1 Wa 230425 3um_4,EMOBON metagenome water sample from station HCMR-1 collected on 2021-09-17 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2023-04-25,HCMR-1_Wa_230425,Apostolos Kristallas,,no_tide,1.0,,4,30.0,2.5,3-200,3.0,200.0,,Jerrycan,WaSOP 1,,2023-04-25,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_117,EMO BON HCMR-1 Wa 230425 3um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2021-09-17 size fraction 3-200um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2023-04-25,HCMR-1_Wa_230425,Apostolos Kristallas,,no_tide,1.0,,blank_1,30.0,3.5,3-200,3.0,200.0,,Jerrycan,WaSOP 1,,2023-04-25,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,2023-09-12,2023-09-18,-70.0,,,,,
EMOBON_HCMR-1_Wa_118,EMO BON HCMR-1 Wa 230425 3um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2021-09-17 size fraction 3-200um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2023-04-25,HCMR-1_Wa_230425,Apostolos Kristallas,,no_tide,1.0,,blank_2,30.0,3.5,3-200,3.0,200.0,,Jerrycan,WaSOP 1,,2023-04-25,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_119,EMO BON HCMR-1 Wa 230425 0.22um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2021-09-17 size fraction 0.2-3um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2023-04-25,HCMR-1_Wa_230425,Apostolos Kristallas,,no_tide,1.0,,blank_1,30.0,3.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2023-04-25,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,2023-09-12,2023-09-18,-70.0,,,,,
EMOBON_HCMR-1_Wa_120,EMO BON HCMR-1 Wa 230425 0.22um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2021-09-17 size fraction 0.2-3um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2023-04-25,HCMR-1_Wa_230425,Apostolos Kristallas,,no_tide,1.0,,blank_2,30.0,3.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2023-04-25,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_121,EMO BON HCMR-1 Wa 230626 0.22um_1,EMOBON metagenome water sample from station HCMR-1 collected on 2021-10-26 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2023-06-26,HCMR-1_Wa_230626,Apostolos Kristallas,,no_tide,1.0,,1,30.0,1.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2023-06-26,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,2023-09-12,2023-09-18,-70.0,,,,,
EMOBON_HCMR-1_Wa_122,EMO BON HCMR-1 Wa 230626 0.22um_2,EMOBON metagenome water sample from station HCMR-1 collected on 2021-10-26 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2023-06-26,HCMR-1_Wa_230626,Apostolos Kristallas,,no_tide,1.0,,2,30.0,1.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2023-06-26,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,2023-09-12,2023-09-18,-70.0,,,,,
EMOBON_HCMR-1_Wa_123,EMO BON HCMR-1 Wa 230626 0.22um_3,EMOBON metagenome water sample from station HCMR-1 collected on 2021-10-26 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2023-06-26,HCMR-1_Wa_230626,Apostolos Kristallas,,no_tide,1.0,,3,30.0,2.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2023-06-26,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_124,EMO BON HCMR-1 Wa 230626 0.22um_4,EMOBON metagenome water sample from station HCMR-1 collected on 2021-10-26 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2023-06-26,HCMR-1_Wa_230626,Apostolos Kristallas,,no_tide,1.0,,4,30.0,2.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2023-06-26,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_125,EMO BON HCMR-1 Wa 230626 3um_1,EMOBON metagenome water sample from station HCMR-1 collected on 2021-10-26 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2023-06-26,HCMR-1_Wa_230626,Apostolos Kristallas,,no_tide,1.0,,1,30.0,1.5,3-200,3.0,200.0,,Jerrycan,WaSOP 1,,2023-06-26,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,2023-09-12,2023-09-18,-70.0,,,,,
EMOBON_HCMR-1_Wa_126,EMO BON HCMR-1 Wa 2306263um_2,EMOBON metagenome water sample from station HCMR-1 collected on 2021-10-26 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2023-06-26,HCMR-1_Wa_230626,Apostolos Kristallas,,no_tide,1.0,,2,30.0,1.5,3-200,3.0,200.0,,Jerrycan,WaSOP 1,,2023-06-26,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,2023-09-12,2023-09-18,-70.0,,,,,
EMOBON_HCMR-1_Wa_127,EMO BON HCMR-1 Wa 230626 3um_3,EMOBON metagenome water sample from station HCMR-1 collected on 2021-10-26 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2023-06-26,HCMR-1_Wa_230626,Apostolos Kristallas,,no_tide,1.0,,3,30.0,2.5,3-200,3.0,200.0,,Jerrycan,WaSOP 1,,2023-06-26,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_128,EMO BON HCMR-1 Wa 230626 3um_4,EMOBON metagenome water sample from station HCMR-1 collected on 2021-10-26 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2023-06-26,HCMR-1_Wa_230626,Apostolos Kristallas,,no_tide,1.0,,4,30.0,2.5,3-200,3.0,200.0,,Jerrycan,WaSOP 1,,2023-06-26,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_129,EMO BON HCMR-1 Wa 230626 3um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2021-10-26 size fraction 3-200um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2023-06-26,HCMR-1_Wa_230626,Apostolos Kristallas,,no_tide,1.0,,blank_1,30.0,3.5,3-200,3.0,200.0,,Jerrycan,WaSOP 1,,2023-06-26,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_130,EMO BON HCMR-1 Wa 230626 3um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2021-10-26 size fraction 3-200um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2023-06-26,HCMR-1_Wa_230626,Apostolos Kristallas,,no_tide,1.0,,blank_2,30.0,3.5,3-200,3.0,200.0,,Jerrycan,WaSOP 1,,2023-06-26,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_131,EMO BON HCMR-1 Wa 230626 0.22um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2021-10-26 size fraction 0.2-3um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2023-06-26,HCMR-1_Wa_230626,Apostolos Kristallas,,no_tide,1.0,,blank_1,30.0,3.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2023-06-26,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_132,EMO BON HCMR-1 Wa 230626 0.22um_Blank,EMOBON metagenome water sample from station HCMR-1 collected on 2021-10-26 size fraction 0.2-3um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2023-06-26,HCMR-1_Wa_230626,Apostolos Kristallas,,no_tide,1.0,,blank_2,30.0,3.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2023-06-26,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
EMOBON_HCMR-1_Wa_133,EMO BON HCMR-1 Wa 230906 0.22um_1,EMOBON metagenome water sample from station HCMR-1 collected on 2022-03-04 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2023-09-06,HCMR-1_Wa_230906,Apostolos Kristallas,,no_tide,1.0,,1,30.0,1.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2023-09-06,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,2023-09-12,2023-09-18,-70.0,,,,,
EMOBON_HCMR-1_Wa_134,EMO BON HCMR-1 Wa 230906 0.22um_2,EMOBON metagenome water sample from station HCMR-1 collected on 2022-03-04 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2023-09-06,HCMR-1_Wa_230906,Apostolos Kristallas,,no_tide,1.0,,2,30.0,1.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2023-09-06,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,2023-09-12,2023-09-18,-70.0,,,,,
EMOBON_HCMR-1_Wa_135,EMO BON HCMR-1 Wa 230906 0.22um_3,EMOBON metagenome water sample from station HCMR-1 collected on 2022-03-04 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150],2023-09-06,HCMR-1_Wa_230906,Apostolos Kristallas,,no_tide,1.0,,3,30.0,2.5,0.2-3,0.2,3.0,,Jerrycan,WaSOP 1,,2023-09-06,"Basement, New chest freezer -80C, Left side, Carton box",-80,Melanthia Stavroulaki,0000-0003-4392-7159,,,,,,,,,,,
